51.0 APEX_CODE,FINEST;APEX_PROFILING,NONE;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,INFO;VALIDATION,DEBUG;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINER
17:40:38.0 (230566185)|VARIABLE_SCOPE_BEGIN|[13]|mapOldCasesIn|Map<Id,Case>|true|false
17:40:38.0 (236194823)|VARIABLE_ASSIGNMENT|[13]|mapOldCasesIn|{"50002000009hQ8JAAU":{"Origin":"Phone","LastModifiedDate":"2025-03-12T00:40:30.000Z","Case_Age_in_Days__c":145.06,"EntitlementId":"550dm000004w0OtAAI","Client_requested_backup_of_database__c":false,"Bulk_Data_Load__c":false,"IsSelfServiceClosed":false,"BusinessHoursId":"01m30000000008zAAA","Urgency__c":"Medium","Case_Owner_Type__c":"User","Case_Thread_ID__c":"ref:_00D024jS7._5000 (10 more) ...","Case_Record_Type_Name__c":"Technical Support","Account_Billing_State__c":"WA","Client_seeking_CE_CCM_hours__c":false,"IsClosedOnCreate":false,"Active_Contract_Number__c":"8004X000001gcwkQAA","Product__c":"CareWebQI","Ship_Database__c":false,"CME_Hours__c":0.00,"Triage_Date_Time__c":"2025-03-11T20:18:20.000Z","Days_to_Resolve__c":145.0,"KB_Opportunity__c":false,"Survey_Code__c":"00354322","Status":"Assigned","Met_SLA__c":"First response & act (36 more) ...","Opt_Out_Reason__c":"hello","Responded_Count__c":0,"IsDeleted":false,"HasCommentsUnreadByOwner":false,"Subject_Short__c":"Ninja turtles test 1 (9 more) ...","New_Case__c":true,"Last_Case_Comment_Date__c":"2025-03-11T00:00:00.000Z","Software_Vendor__c":"No vendor","Has_Activities_logged_after_hours__c":false,"Is_this_a_performance_issue__c":false,"SLA_Status__c":"SLA met","Responded__c":false,"Training_Report_Complete__c":false,"Number_of_Trainers_required__c":1,"CNE_Hours__c":0.00,"Override_Flow_Active_Contract_Number__c":false,"IsEscalated":false,"Next_Steps__c":"test 2","Former_InterQual_User__c":false,"Id":"50002000009hQ8JAAU","Other_MCG_Community__c":false,"Has_Expense_Items__c":false,"Description":"test jira 1","Escalate_to_SEAD__c":false,"Superusers_to_be_identified_during_TAC__c":false,"Contact_Email__c":"ross.bingham@mcg.com (8 more) ...","Request_for_Retrain__c":false,"Time_With_Customer__c":0.000,"IsClosed":false,"Duplicate_Case__c":false,"Burn_Database__c":false,"Email_decryption_password_to_AM__c":false,"ContactPhone":"(206) 308 6072","Is_MCG_Idea__c":false,"Account_Name_Cleaned__c":"St. Zapf Medical Cen (3 more) ...","OwnerId":"00530000004xdSDAAY","RecordTypeId":"012a0000001ZQsvAAG","Case_Contact_owner__c":false,"Milliman_Consultant_Case__c":false,"CaseNumber":"00354322","Opened_after_hours__c":"False","Project_Implementation_Analyst__c":" ","Tier_II_Status__c":"Open","Case_Administration__c":"None","SlaStartDate":"2024-10-17T23:07:57.000Z","Download_Database__c":false,"ReOpen_Counter__c":0,"IsVisibleInSelfService":true,"Contact_Title__c":"Senior Business Syst (17 more) ...","Support_Level__c":"Service Desk","Case_Priority__c":"_IM1_/s.gif_IM2_prio (14 more) ...","SystemModstamp":"2025-03-12T00:40:30.000Z","Time_With_Support__c":0.000,"License_Management_set_to_inactive__c":false,"Type":"Internal Support","Disable_Website__c":false,"Project_Owner__c":" ","Sessions_Onsite__c":0,"Resolution_Satisfaction_Indicator__c":false,"First_Call_Resolution__c":false,"User_Contact_Is_Me__c":false,"Custom_SLA__c":false,"Opened_on_weekend__c":"False","AccountId":"00130000002XN9UAAW","Account_Type__c":"Client - Enterprise","Override_Contract__c":false,"Urgent_Request__c":false,"Override_LM__c":false,"Case_Owner_Name__c":"Troy Center","Product_Owner_Xfer__c":false,"Account_Manager__c":"_HL_ENCODED_https:// (101 more) ...","User_Username_and_ID18__c":", ","Case_Account__c":"St. Zapf Medical Cen (3 more) ...","Clinical_Support_Reviewed__c":false,"CreatedById":"0054X00000CnF9UQAV","PO_Status__c":"Unplanned","Account_Owner__c":"Troy Center","Email_Thread_ID__c":"Re: Ninja turtles te (64 more) ...","Hours_Since_Update__c":0.00,"Care_Strategies__c":"CSS","Status_Flag__c":"_IM1_/servlet/servle (95 more) ...","Clinical_Support_Transferred__c":false,"Created_by_internal_staff__c":"True","Survey_Link__c":"https://www.surveymo (89 more) ...","No_TAC__c":"Trainer Specialist","Priority":"Level 3: Medium","Training_For_Implementation__c":false,"Is_Annual_Training_Plan__c":false,"TAC_Complete__c":false,"Case_last_modified_2_hrs__c":"FALSE","IsStopped":false,"CWQI_Followup_Cases_Setup__c":false,"In_Work__c":false,"Contact_First_Name__c":"Ross","Sessions_Web__c":0,"CreatedDate":"2024-10-17T23:07:57.000Z","ID18__c":"50002000009hQ8JAAU","Onsite_Visit_Report_Latency__c":0,"Is_this_an_intermittent_issue__c":false,"Production_Down__c":false,"Had_custom_training_in_past_2_years__c":false,"Last_Comment__c":"Test","CGT_Days_in_TSC__c":0.00,"Session_Summary__c":"0-Web, 0-Onsite","Delete_VPN_and_channels__c":false,"Last_Status_Change__c":"2024-10-17T23:07:56.000Z","External_Case_is_Closed__c":false,"ContactId":"0034X00002sa0pyQAA","Education_Case_has_both_Web_and_Onsite__c":false,"Triage_Minutes__c":208630,"Triage_By__c":"Troy Center","Known_Issue__c":false,"Entitlement_FR_Milestone_Completed__c":"2025-03-10T22:36:03.000Z","ContactFax":"(720) 328-2976","Time_Code_for_Account__c":"0280STQ01","HasSelfServiceComments":false,"Days_Since_Opened__c":145,"Start_Date__c":"2024-10-17T00:00:00.000Z","Owner_Conference_Phone__c":"(877) 879-7354","Training_Proposal_Complete__c":false,"Jira_Priority__c":"High","Education_Case_Cancelled__c":false,"Training_Proposal_Approval_Status__c":"Pending","Temporary_Delete__c":false,"Case_Escalated_to_Project__c":false,"SFOPS_Quiet_Close__c":false,"Email_Trigger_Opt_Out__c":false,"Case_Account_ID__c":"00130000002XN9U","Will_continue_to_use_InterQual__c":false,"Subject":"Ninja turtles test 1 (9 more) ...","Remove_DNS_Entries__c":false,"RCA__c":false,"Time_Bound_SLA__c":false,"Has_Activities_logged_on_the_weekend__c":false,"Dev_Escalated__c":false,"Case_Conference_Phone__c":"(877) 879-7354","SFOps_Priority__c":0,"ContactEmail":"ross.bingham@mcg.com (8 more) ...","Has_Peer_Reviews__c":false,"LastModifiedById":"00530000004xdSDAAY","Expected_Productivity__c":90}}|0x3619dcd3
17:40:38.0 (236241667)|STATEMENT_EXECUTE|[12]
17:40:38.0 (236270518)|STATEMENT_EXECUTE|[13]
17:40:38.0 (236271592)|STATEMENT_EXECUTE|[16]
17:40:38.0 (236611176)|HEAP_ALLOCATE|[16]|Bytes:4
17:40:38.0 (237226635)|HEAP_ALLOCATE|[16]|Bytes:188
17:40:38.0 (237266857)|HEAP_ALLOCATE|[16]|Bytes:4
17:40:38.0 (237272209)|VARIABLE_SCOPE_BEGIN|[16]|idTSSRecordTypeId|Id|false|false
17:40:38.0 (237394280)|VARIABLE_ASSIGNMENT|[16]|idTSSRecordTypeId|"012a0000001ZQsvAAG"
17:40:38.0 (237400830)|STATEMENT_EXECUTE|[19]
17:40:38.0 (237411684)|HEAP_ALLOCATE|[19]|Bytes:4
17:40:38.0 (237446150)|VARIABLE_SCOPE_BEGIN|[19]|lstCasesToCreateInJira|List<Case>|true|false
17:40:38.0 (237453391)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:40:38.0 (237463476)|VARIABLE_ASSIGNMENT|[19]|lstCasesToCreateInJira|[]|0x19419f65
17:40:38.0 (237467659)|STATEMENT_EXECUTE|[20]
17:40:38.0 (237471828)|HEAP_ALLOCATE|[20]|Bytes:4
17:40:38.0 (237481285)|VARIABLE_SCOPE_BEGIN|[20]|lstCasesToUpdateInJira|List<Case>|true|false
17:40:38.0 (237485730)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:40:38.0 (237489155)|VARIABLE_ASSIGNMENT|[20]|lstCasesToUpdateInJira|[]|0x614627da
17:40:38.0 (237492040)|STATEMENT_EXECUTE|[21]
17:40:38.0 (237494546)|HEAP_ALLOCATE|[21]|Bytes:4
17:40:38.0 (237500719)|VARIABLE_SCOPE_BEGIN|[21]|lstCasesToAssociateWithJira|List<Case>|true|false
17:40:38.0 (237505113)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:40:38.0 (237507864)|VARIABLE_ASSIGNMENT|[21]|lstCasesToAssociateWithJira|[]|0x6e2512cb
17:40:38.0 (237510891)|STATEMENT_EXECUTE|[24]
17:40:38.0 (237513067)|HEAP_ALLOCATE|[24]|Bytes:6
17:40:38.0 (242314291)|VARIABLE_SCOPE_BEGIN|[24]|AppFire_settings|Case_Escalation_AppFire_Setting__mdt|true|false
17:40:38.0 (242378821)|VARIABLE_ASSIGNMENT|[24]|AppFire_settings|{"IsProtected":false,"Label":"Config","Project_ID__c":"11670","MasterLabel":"Config","Allow_Sandbox_to_Send__c":true,"SystemModstamp":"2025-03-11T19:10:10.000Z","Issue_ID__c":"10001","Language":"en_US","ManageableState":"U","QualifiedApiName":"Config","Id":"m0ldm000000D557","DeveloperName":"Config"}|0x6733651f
17:40:38.0 (242393807)|STATEMENT_EXECUTE|[25]
17:40:38.0 (242399391)|HEAP_ALLOCATE|[25]|Bytes:35
17:40:38.0 (242464051)|HEAP_ALLOCATE|[25]|Bytes:40
17:40:38.0 (242511317)|USER_DEBUG|[25]|DEBUG|TCTC501 settings.Project_Id__c ::: 11670
17:40:38.0 (242521215)|STATEMENT_EXECUTE|[26]
17:40:38.0 (242523731)|HEAP_ALLOCATE|[26]|Bytes:33
17:40:38.0 (242542651)|HEAP_ALLOCATE|[26]|Bytes:38
17:40:38.0 (242554208)|USER_DEBUG|[26]|DEBUG|TCTC501 settings.Issue_Id__c ::: 10001
17:40:38.0 (242560704)|STATEMENT_EXECUTE|[27]
17:40:38.0 (242562752)|HEAP_ALLOCATE|[27]|Bytes:46
17:40:38.0 (242627393)|HEAP_ALLOCATE|[27]|Bytes:4
17:40:38.0 (242637815)|HEAP_ALLOCATE|[27]|Bytes:50
17:40:38.0 (242646450)|USER_DEBUG|[27]|DEBUG|TCTC501 settings.Allow_Sandbox_To_Send__c ::: true
17:40:38.0 (242652611)|STATEMENT_EXECUTE|[30]
17:40:38.0 (242710566)|HEAP_ALLOCATE|[30]|Bytes:67
17:40:38.0 (242724986)|SYSTEM_METHOD_ENTRY|[1]|Url.Url()
17:40:38.0 (242727873)|STATEMENT_EXECUTE|[1]
17:40:38.0 (242736683)|SYSTEM_METHOD_EXIT|[1]|Url
17:40:38.0 (242746247)|METHOD_ENTRY|[30]||System.Url.getOrgDomainUrl()
17:40:38.0 (242885364)|METHOD_EXIT|[30]||System.Url.getOrgDomainUrl()
17:40:38.0 (242913930)|HEAP_ALLOCATE|[30]|Bytes:4
17:40:38.0 (242921411)|SYSTEM_METHOD_ENTRY|[7]|DomainParser.DomainParser()
17:40:38.0 (242924347)|STATEMENT_EXECUTE|[7]
17:40:38.0 (242928846)|SYSTEM_METHOD_EXIT|[7]|DomainParser
17:40:38.0 (242936316)|METHOD_ENTRY|[30]||System.DomainParser.parse(System.Url)
17:40:38.0 (243395914)|METHOD_EXIT|[30]||System.DomainParser.parse(System.Url)
17:40:38.0 (243409025)|METHOD_ENTRY|[30]||System.Domain.getSandboxName()
17:40:38.0 (243419889)|METHOD_EXIT|[30]||System.Domain.getSandboxName()
17:40:38.0 (243422652)|VARIABLE_SCOPE_BEGIN|[30]|domainName|String|false|false
17:40:38.0 (243432838)|VARIABLE_ASSIGNMENT|[30]|domainName|"mcguat"
17:40:38.0 (243435821)|STATEMENT_EXECUTE|[31]
17:40:38.0 (243438110)|HEAP_ALLOCATE|[31]|Bytes:23
17:40:38.0 (243444325)|HEAP_ALLOCATE|[31]|Bytes:29
17:40:38.0 (243460034)|USER_DEBUG|[31]|DEBUG|TCTC502 domainName ::: mcguat
17:40:38.0 (243465201)|STATEMENT_EXECUTE|[33]
17:40:38.0 (243467905)|VARIABLE_SCOPE_BEGIN|[33]|isASandbox|Boolean|false|false
17:40:38.0 (243473755)|HEAP_ALLOCATE|[33]|Bytes:5
17:40:38.0 (243477846)|VARIABLE_ASSIGNMENT|[33]|isASandbox|false
17:40:38.0 (243480277)|STATEMENT_EXECUTE|[34]
17:40:38.0 (243481792)|HEAP_ALLOCATE|[34]|Bytes:23
17:40:38.0 (243503870)|HEAP_ALLOCATE|[34]|Bytes:5
17:40:38.0 (243510237)|HEAP_ALLOCATE|[34]|Bytes:28
17:40:38.0 (243515061)|USER_DEBUG|[34]|DEBUG|TCTC503 isASandbox ::: false
17:40:38.0 (243529404)|STATEMENT_EXECUTE|[36]
17:40:38.0 (243530396)|STATEMENT_EXECUTE|[37]
17:40:38.0 (243532144)|HEAP_ALLOCATE|[37]|Bytes:5
17:40:38.0 (243535761)|VARIABLE_ASSIGNMENT|[37]|isASandbox|true
17:40:38.0 (243538386)|STATEMENT_EXECUTE|[40]
17:40:38.0 (243547621)|HEAP_ALLOCATE|[40]|Bytes:4
17:40:38.0 (243553184)|HEAP_ALLOCATE|[40]|Bytes:27
17:40:38.0 (243557551)|USER_DEBUG|[40]|DEBUG|TCTC503 isASandbox ::: true
17:40:38.0 (243588861)|HEAP_ALLOCATE|[42]|Bytes:5
17:40:38.0 (243603211)|VARIABLE_SCOPE_BEGIN|[42]|c|Case|true|false
17:40:38.0 (246432840)|VARIABLE_ASSIGNMENT|[42]|c|{"Origin":"Phone","LastModifiedDate":"2025-03-12T00:40:38.000Z","Case_Age_in_Days__c":145.06,"EntitlementId":"550dm000004w0OtAAI","Client_requested_backup_of_database__c":false,"Bulk_Data_Load__c":false,"IsSelfServiceClosed":false,"BusinessHoursId":"01m30000000008zAAA","Urgency__c":"Medium","Case_Owner_Type__c":"User","Case_Thread_ID__c":"ref:_00D024jS7._5000 (10 more) ...","Case_Record_Type_Name__c":"Technical Support","Account_Billing_State__c":"WA","Client_seeking_CE_CCM_hours__c":false,"IsClosedOnCreate":false,"Active_Contract_Number__c":"8004X000001gcwkQAA","Product__c":"CareWebQI","Ship_Database__c":false,"CME_Hours__c":0.00,"Triage_Date_Time__c":"2025-03-11T20:18:20.000Z","Days_to_Resolve__c":145.0,"KB_Opportunity__c":false,"Survey_Code__c":"00354322","Status":"Assigned","Met_SLA__c":"First response & act (36 more) ...","Opt_Out_Reason__c":"hello","Responded_Count__c":0,"IsDeleted":false,"HasCommentsUnreadByOwner":false,"Subject_Short__c":"Ninja turtles test 1 (9 more) ...","New_Case__c":true,"Last_Case_Comment_Date__c":"2025-03-11T00:00:00.000Z","Software_Vendor__c":"No vendor","Has_Activities_logged_after_hours__c":false,"Is_this_a_performance_issue__c":false,"SLA_Status__c":"SLA met","Responded__c":false,"Training_Report_Complete__c":false,"Number_of_Trainers_required__c":1,"CNE_Hours__c":0.00,"Override_Flow_Active_Contract_Number__c":false,"IsEscalated":false,"Next_Steps__c":"test 2","Former_InterQual_User__c":false,"Id":"50002000009hQ8JAAU","Other_MCG_Community__c":false,"Has_Expense_Items__c":false,"Description":"test jira 1","Escalate_to_SEAD__c":true,"Superusers_to_be_identified_during_TAC__c":false,"Contact_Email__c":"ross.bingham@mcg.com (8 more) ...","Request_for_Retrain__c":false,"Time_With_Customer__c":0.000,"IsClosed":false,"Duplicate_Case__c":false,"Burn_Database__c":false,"Email_decryption_password_to_AM__c":false,"ContactPhone":"(206) 308 6072","Is_MCG_Idea__c":false,"Account_Name_Cleaned__c":"St. Zapf Medical Cen (3 more) ...","OwnerId":"00530000004xdSDAAY","RecordTypeId":"012a0000001ZQsvAAG","Case_Contact_owner__c":false,"Milliman_Consultant_Case__c":false,"CaseNumber":"00354322","Opened_after_hours__c":"False","Project_Implementation_Analyst__c":" ","Tier_II_Status__c":"Open","Case_Administration__c":"None","SlaStartDate":"2024-10-17T23:07:57.000Z","Download_Database__c":false,"ReOpen_Counter__c":0,"IsVisibleInSelfService":true,"Contact_Title__c":"Senior Business Syst (17 more) ...","Support_Level__c":"Service Desk","Case_Priority__c":"_IM1_/s.gif_IM2_prio (14 more) ...","SystemModstamp":"2025-03-12T00:40:38.000Z","Time_With_Support__c":0.000,"License_Management_set_to_inactive__c":false,"Type":"Internal Support","Disable_Website__c":false,"Project_Owner__c":" ","Sessions_Onsite__c":0,"Resolution_Satisfaction_Indicator__c":false,"First_Call_Resolution__c":false,"User_Contact_Is_Me__c":false,"Custom_SLA__c":false,"Opened_on_weekend__c":"False","AccountId":"00130000002XN9UAAW","Account_Type__c":"Client - Enterprise","Override_Contract__c":false,"Urgent_Request__c":false,"Override_LM__c":false,"Case_Owner_Name__c":"Troy Center","Product_Owner_Xfer__c":false,"Account_Manager__c":"_HL_ENCODED_https:// (101 more) ...","User_Username_and_ID18__c":", ","Case_Account__c":"St. Zapf Medical Cen (3 more) ...","Clinical_Support_Reviewed__c":false,"CreatedById":"0054X00000CnF9UQAV","PO_Status__c":"Unplanned","Account_Owner__c":"Troy Center","Email_Thread_ID__c":"Re: Ninja turtles te (64 more) ...","Hours_Since_Update__c":0.00,"Care_Strategies__c":"CSS","Status_Flag__c":"_IM1_/servlet/servle (95 more) ...","Clinical_Support_Transferred__c":false,"Created_by_internal_staff__c":"True","Survey_Link__c":"https://www.surveymo (89 more) ...","No_TAC__c":"Trainer Specialist","Priority":"Level 3: Medium","Training_For_Implementation__c":false,"Is_Annual_Training_Plan__c":false,"TAC_Complete__c":false,"Case_last_modified_2_hrs__c":"FALSE","IsStopped":false,"CWQI_Followup_Cases_Setup__c":false,"In_Work__c":false,"Contact_First_Name__c":"Ross","Sessions_Web__c":0,"CreatedDate":"2024-10-17T23:07:57.000Z","ID18__c":"50002000009hQ8JAAU","Onsite_Visit_Report_Latency__c":0,"Is_this_an_intermittent_issue__c":false,"Production_Down__c":false,"Had_custom_training_in_past_2_years__c":false,"Last_Comment__c":"Test","CGT_Days_in_TSC__c":0.00,"Session_Summary__c":"0-Web, 0-Onsite","Delete_VPN_and_channels__c":false,"Last_Status_Change__c":"2024-10-17T23:07:56.000Z","External_Case_is_Closed__c":false,"ContactId":"0034X00002sa0pyQAA","Education_Case_has_both_Web_and_Onsite__c":false,"Triage_Minutes__c":208630,"Triage_By__c":"Troy Center","Known_Issue__c":false,"Entitlement_FR_Milestone_Completed__c":"2025-03-10T22:36:03.000Z","ContactFax":"(720) 328-2976","Time_Code_for_Account__c":"0280STQ01","HasSelfServiceComments":false,"Days_Since_Opened__c":145,"Start_Date__c":"2024-10-17T00:00:00.000Z","Owner_Conference_Phone__c":"(877) 879-7354","Training_Proposal_Complete__c":false,"Jira_Priority__c":"High","Education_Case_Cancelled__c":false,"Training_Proposal_Approval_Status__c":"Pending","Temporary_Delete__c":false,"Case_Escalated_to_Project__c":false,"SFOPS_Quiet_Close__c":false,"Email_Trigger_Opt_Out__c":false,"Case_Account_ID__c":"00130000002XN9U","Will_continue_to_use_InterQual__c":false,"Subject":"Ninja turtles test 1 (9 more) ...","Remove_DNS_Entries__c":false,"RCA__c":false,"Time_Bound_SLA__c":false,"Has_Activities_logged_on_the_weekend__c":false,"Dev_Escalated__c":false,"Case_Conference_Phone__c":"(877) 879-7354","SFOps_Priority__c":0,"ContactEmail":"ross.bingham@mcg.com (8 more) ...","Has_Peer_Reviews__c":false,"LastModifiedById":"00530000004xdSDAAY","Expected_Productivity__c":90}|0x255170d3
17:40:38.0 (246475561)|STATEMENT_EXECUTE|[42]
17:40:38.0 (246477315)|STATEMENT_EXECUTE|[43]
17:40:38.0 (246481665)|HEAP_ALLOCATE|[43]|Bytes:34
17:40:38.0 (246544659)|HEAP_ALLOCATE|[43]|Bytes:4
17:40:38.0 (246557541)|HEAP_ALLOCATE|[43]|Bytes:38
17:40:38.0 (246569128)|USER_DEBUG|[43]|DEBUG|TCTC504 c.Escalate_to_SEAD__c ::: true
17:40:38.0 (246577651)|STATEMENT_EXECUTE|[44]
17:40:38.0 (246579306)|HEAP_ALLOCATE|[44]|Bytes:56
17:40:38.0 (246631018)|HEAP_ALLOCATE|[44]|Bytes:5
17:40:38.0 (246636872)|HEAP_ALLOCATE|[44]|Bytes:61
17:40:38.0 (246641870)|USER_DEBUG|[44]|DEBUG|TCTC504 mapOldCasesIn.get(c.Id).Escalate_to_SEAD__c ::: false
17:40:38.0 (246646325)|STATEMENT_EXECUTE|[45]
17:40:38.0 (246647869)|HEAP_ALLOCATE|[45]|Bytes:23
17:40:38.0 (246667721)|HEAP_ALLOCATE|[45]|Bytes:5
17:40:38.0 (246673772)|HEAP_ALLOCATE|[45]|Bytes:28
17:40:38.0 (246677737)|USER_DEBUG|[45]|DEBUG|TCTC504 c.isClosed ::: false
17:40:38.0 (246681573)|STATEMENT_EXECUTE|[46]
17:40:38.0 (246683169)|HEAP_ALLOCATE|[46]|Bytes:25
17:40:38.0 (246693333)|HEAP_ALLOCATE|[46]|Bytes:34
17:40:38.0 (246703152)|USER_DEBUG|[46]|DEBUG|TCTC504 c.Product__c ::: CareWebQI
17:40:38.0 (246707173)|STATEMENT_EXECUTE|[47]
17:40:38.0 (246708593)|HEAP_ALLOCATE|[47]|Bytes:25
17:40:38.0 (246725368)|HEAP_ALLOCATE|[47]|Bytes:29
17:40:38.0 (246731444)|USER_DEBUG|[47]|DEBUG|TCTC504 c.Jira_Id__c ::: null
17:40:38.0 (246735447)|STATEMENT_EXECUTE|[48]
17:40:38.0 (246736714)|HEAP_ALLOCATE|[48]|Bytes:30
17:40:38.0 (246747820)|HEAP_ALLOCATE|[48]|Bytes:18
17:40:38.0 (246753125)|HEAP_ALLOCATE|[48]|Bytes:48
17:40:38.0 (246757350)|USER_DEBUG|[48]|DEBUG|TCTC504 idTSSRecordTypeId ::: 012a0000001ZQsvAAG
17:40:38.0 (246761100)|STATEMENT_EXECUTE|[49]
17:40:38.0 (246762429)|HEAP_ALLOCATE|[49]|Bytes:27
17:40:38.0 (246779596)|HEAP_ALLOCATE|[49]|Bytes:18
17:40:38.0 (246784872)|HEAP_ALLOCATE|[49]|Bytes:45
17:40:38.0 (246789007)|USER_DEBUG|[49]|DEBUG|TCTC504 c.RecordTypeId ::: 012a0000001ZQsvAAG
17:40:38.0 (246792776)|STATEMENT_EXECUTE|[50]
17:40:38.0 (246794073)|HEAP_ALLOCATE|[50]|Bytes:23
17:40:38.0 (246803808)|HEAP_ALLOCATE|[50]|Bytes:38
17:40:38.0 (246809963)|USER_DEBUG|[50]|DEBUG|TCTC504 c.Priority ::: Level 3: Medium
17:40:38.0 (246813700)|STATEMENT_EXECUTE|[51]
17:40:38.0 (246815139)|HEAP_ALLOCATE|[51]|Bytes:54
17:40:38.0 (246828586)|HEAP_ALLOCATE|[51]|Bytes:4
17:40:38.0 (246834063)|HEAP_ALLOCATE|[51]|Bytes:58
17:40:38.0 (246838532)|USER_DEBUG|[51]|DEBUG|TCTC504 AppFire_settings.Allow_Sandbox_To_Send__c ::: true
17:40:38.0 (246892851)|HEAP_ALLOCATE|[59]|Bytes:17
17:40:38.0 (246906544)|HEAP_ALLOCATE|[60]|Bytes:16
17:40:38.0 (246914609)|HEAP_ALLOCATE|[61]|Bytes:15
17:40:38.0 (246940747)|HEAP_ALLOCATE|[64]|Bytes:18
17:40:38.0 (246945716)|HEAP_ALLOCATE|[64]|Bytes:3
17:40:38.0 (246964344)|STATEMENT_EXECUTE|[70]
17:40:38.0 (246965281)|STATEMENT_EXECUTE|[71]
17:40:38.0 (246979993)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:40:38.0 (246994770)|HEAP_ALLOCATE|[42]|Bytes:5
17:40:38.0 (247006550)|VARIABLE_ASSIGNMENT|[42]|c|null|
17:40:38.0 (247010719)|STATEMENT_EXECUTE|[74]
17:40:38.0 (247012230)|HEAP_ALLOCATE|[74]|Bytes:42
17:40:38.0 (247039140)|HEAP_ALLOCATE|[74]|Bytes:1
17:40:38.0 (247044921)|HEAP_ALLOCATE|[74]|Bytes:43
17:40:38.0 (247049523)|USER_DEBUG|[74]|DEBUG|TCTC505 lstCasesToCreateInJira.size() ::: 1
17:40:38.0 (247053865)|STATEMENT_EXECUTE|[75]
17:40:38.0 (247055020)|HEAP_ALLOCATE|[75]|Bytes:35
17:40:38.0 (250083070)|HEAP_ALLOCATE|[75]|Bytes:15592
17:40:38.0 (250113400)|HEAP_ALLOCATE|[75]|Bytes:15627
